ISIN,Fund_Name,NAV,Date
INF760K01027,CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),59.15,2025-04-23
INF740K01PI2,DSP Flexi Cap Fund - Direct Plan - Growth,110.73,2025-04-23
INF740K01PJ0,DSP Flexi Cap Fund - Direct Plan - IDCW,88.873,2025-04-23
INF740K01037,DSP Flexi Cap Fund - Regular Plan - Growth,99.844,2025-04-23
INF740K01011,DSP Flexi Cap Fund - Regular Plan - IDCW,61.777,2025-04-23
INF843K01KK1,Edelweiss Flexi Cap Fund - Direct Plan - Growth Option,42.001,2025-04-23
INF843K01KL9,Edelweiss Flexi Cap Fund - Direct Plan - IDCW Option,34.483,2025-04-23
INF843K01KO3,Edelweiss Flexi Cap Fund - Regular - IDCW Option,29.921,2025-04-23
INF843K01KN5,Edelweiss Flexi Cap Fund - Regular Plan - Growth Option,36.441,2025-04-23
INF090I01FK3,Franklin India Flexi Cap Fund - Direct - Growth,1765.7666,2025-04-23
INF090I01FL1,Franklin India Flexi Cap Fund - Direct - IDCW ,73.5295,2025-04-23
INF090I01239,Franklin India Flexi Cap Fund - Growth,1589.1487,2025-04-23
INF090I01213,Franklin India Flexi Cap Fund - IDCW ,65.5241,2025-04-23
INF179K01UT0,HDFC Flexi Cap Fund - Growth Option - Direct Plan,2102.43,2025-04-23
INF179K01608,HDFC Flexi Cap Fund - Growth Plan,1926.072,2025-04-23
INF179K01VL5,HDFC Flexi Cap Fund - IDCW Option - Direct Plan,91.731,2025-04-23
INF179K01582,HDFC Flexi Cap Fund - IDCW Plan,76.349,2025-04-23
INF0R8701046,Helios Flexi Cap Fund - Direct Plan - Growth Option,13.94,2025-04-23
INF0R8701053,Helios Flexi Cap Fund - Direct Plan - IDCW Option,13.94,2025-04-23
INF0R8701012,Helios Flexi Cap Fund - Regular Plan - Growth Option,13.64,2025-04-23
INF0R8701020,Helios Flexi Cap Fund - Regular Plan - IDCW Option,13.64,2025-04-23
INF336L01DH5,HSBC Flexi Cap Fund - Direct Growth,229.1776,2025-04-23
INF336L01DF9,HSBC Flexi Cap Fund - Direct IDCW,45.6431,2025-04-23
INF336L01AF5,HSBC Flexi Cap Fund - Regular Growth,205.8385,2025-04-23
INF336L01AE8,HSBC Flexi Cap Fund - Regular IDCW,42.2499,2025-04-23
INF109KC1R14,ICICI Prudential Flexicap Fund - Direct Plan - Growth,18.63,2025-04-23
INF109KC1R22,ICICI Prudential Flexicap Fund - Direct Plan - IDCW,17.11,2025-04-23
INF109KC1Q80,ICICI Prudential Flexicap Fund - Growth,17.8,2025-04-23
INF109KC1Q98,ICICI Prudential Flexicap Fund - IDCW,16.27,2025-04-23
INF205KA1494,Invesco India Flexi Cap Fund - Direct Plan - Growth,18.61,2025-04-23
INF205KA1486,Invesco India Flexi Cap Fund - Direct Plan - IDCW,18.62,2025-04-23
INF205KA1460,Invesco India Flexi Cap Fund - Growth,17.69,2025-04-23
INF205KA1452,Invesco India Flexi Cap Fund - IDCW,17.69,2025-04-23
INF00XX01CO7,ITI Flexi Cap Fund- Direct Plan- Growth,17.3549,2025-04-23
INF00XX01CP4,ITI Flexi Cap Fund- Direct Plan- IDCW,17.3549,2025-04-23
INF00XX01CL3,ITI Flexi Cap Fund- Regular Plan- Growth,16.6815,2025-04-23
INF00XX01CM1,ITI Flexi Cap Fund- Regular Plan- IDCW,16.6815,2025-04-23
INF192K01CC7,JM Flexicap Fund (Direct) - Growth Option,108.358,2025-04-23
INF192K01CA1,JM Flexicap Fund (Direct) - IDCW,98.492,2025-04-23
INF192K01635,JM Flexicap Fund (Regular) - Growth option,95.5247,2025-04-23
INF192K01619,JM Flexicap Fund (Regular) - IDCW,73.6091,2025-04-23
INF174K01336,Kotak Flexicap Fund - Growth,80.311,2025-04-23
INF174K01LS2,Kotak Flexicap Fund - Growth - Direct,90.293,2025-04-23
INF174K01351,Kotak Flexicap Fund - Payout of Income Distribution cum capital withdrawal option,48.496,2025-04-23
INF174K01LQ6,Kotak Flexicap Fund - Payout of Income Distribution cum capital withdrawal option- Direct,55.143,2025-04-23
INF767K01EG3,LIC MF Flexi Cap Fund-Direct Plan-Growth,100.2086,2025-04-23
INF767K01EF5,LIC MF Flexi Cap Fund-Direct Plan-IDCW,33.7259,2025-04-23
INF767K01071,LIC MF Flexi Cap Fund-Regular Plan-Growth,91.1784,2025-04-23
INF767K01063,LIC MF Flexi Cap Fund-Regular Plan-IDCW,28.7724,2025-04-23
INF174V01AS2,Mahindra Manulife Flexi Cap Fund - Direct Plan -Growth,16.7064,2025-04-23
INF174V01AU8,Mahindra Manulife Flexi Cap Fund - Direct Plan -IDCW,14.4537,2025-04-23
INF174V01AP8,Mahindra Manulife Flexi Cap Fund - Regular Plan -Growth,15.6079,2025-04-23
INF174V01AR4,Mahindra Manulife Flexi Cap Fund - Regular Plan -IDCW,13.3784,2025-04-23
INF769K01JI4,Mirae Asset Flexi Cap Fund - Direct Plan -  IDCW,15.258,2025-04-23
INF769K01JJ2,Mirae Asset Flexi Cap Fund - Direct Plan - Growth,15.303,2025-04-23
INF769K01JG8,Mirae Asset Flexi Cap Fund - Regular Plan - Growth,14.814,2025-04-23
INF769K01JF0,Mirae Asset Flexi Cap Fund - Regular Plan - IDCW,14.82,2025-04-23
INF247L01528,Motilal Oswal Flexi Cap Fund Direct - IDCW Payout/Reinvestment,34.1687,2025-04-23
INF247L01502,Motilal Oswal Flexi cap Fund Direct Plan-Growth Option,64.2625,2025-04-23
INF247L01494,Motilal Oswal Flexi cap Fund Regular - IDCW Payout/Reinvestment,32.8071,2025-04-23
INF247L01478,Motilal Oswal Flexi Cap Fund Regular Plan-Growth Option,58.1072,2025-04-23
INF959L01DT9,Navi Flexi Cap Fund - Direct Plan - Growth,24.6925,2025-04-23
INF959L01EC3,NAVI FLEXI CAP FUND - DIRECT PLAN ANNUAL IDCW PAYOUT,24.5063,2025-04-23
INF959L01EA7,NAVI FLEXI CAP FUND - DIRECT PLAN HALF YEARLY IDCW PAYOUT,24.507,2025-04-23
INF959L01DW3,NAVI FLEXI CAP FUND - DIRECT PLAN MONTHLY IDCW PAYOUT,24.5016,2025-04-23
INF959L01DU7,NAVI FLEXI CAP FUND - DIRECT PLAN NORMAL IDCW PAYOUT,24.4757,2025-04-23
INF959L01DY9,NAVI FLEXI CAP FUND - DIRECT PLAN QUARTERLY IDCW PAYOUT,24.5255,2025-04-23
INF959L01EE9,Navi Flexi Cap Fund - Regular Plan - Growth,21.5849,2025-04-23
INF959L01EN0,NAVI FLEXI CAP FUND - REGULAR PLAN ANNUAL IDCW PAYOUT,21.5855,2025-04-23
INF959L01EL4,NAVI FLEXI CAP FUND - REGULAR PLAN HALF YEARLY IDCW PAYOUT,21.5882,2025-04-23
INF959L01EH2,NAVI FLEXI CAP FUND - REGULAR PLAN MONTHLY IDCW PAYOUT,21.5934,2025-04-23
INF959L01EF6,NAVI FLEXI CAP FUND - REGULAR PLAN NORMAL IDCW PAYOUT,21.588,2025-04-23
INF959L01EJ8,NAVI FLEXI CAP FUND - REGULAR PLAN QUARTERLY IDCW PAYOUT,21.5825,2025-04-23
INF204KC1121,Nippon India Flexi Cap Fund - Direct Plan - Growth Plan - Growth Option,16.7436,2025-04-23
INF204KC1139,Nippon India Flexi Cap Fund - Direct Plan - IDCW Option,16.7436,2025-04-23
INF204KC1097,Nippon India Flexi Cap Fund - Regular Plan - Growth Plan - Growth Option,15.8817,2025-04-23
INF204KC1105,Nippon India Flexi Cap Fund - Regular Plan - IDCW Option,15.8817,2025-04-23
INF0J8L01156,NJ Flexi Cap Fund - Direct Plan - Growth Option,13.28,2025-04-23
INF0J8L01164,NJ Flexi Cap Fund - Direct Plan - IDCW Option,13.28,2025-04-23
INF0J8L01131,NJ Flexi Cap Fund - Regular Plan - Growth Option,12.92,2025-04-23
INF0J8L01149,NJ Flexi Cap Fund - Regular Plan - IDCW Option,12.92,2025-04-23
INF663L01FG9,PGIM India Flexi Cap Fund - Direct Plan - Dividend Option,20.88,2025-04-23
INF663L01FF1,PGIM India Flexi Cap Fund - Direct Plan - Growth Option,40.38,2025-04-23
INF663L01FK1,PGIM India Flexi Cap Fund - Regular Plan - Dividend Option,18.54,2025-04-23
INF663L01FJ3,PGIM India Flexi Cap Fund - Regular Plan - Growth Option,34.66,2025-04-23
INF879O01027,Parag Parikh Flexi Cap Fund - Direct Plan - Growth,87.7517,2025-04-23
INF879O01019,Parag Parikh Flexi Cap Fund - Regular Plan - Growth,80.6449,2025-04-23
INF966L01457,quant Flexi Cap Fund - Growth Option - Regular Plan,95.7942,2025-04-23
INF966L01911,quant Flexi Cap Fund - Growth Option-Direct Plan,106.1748,2025-04-23
INF966L01895,quant Flexi Cap Fund - IDCW Option - Direct Plan,72.1717,2025-04-23
INF966L01432,quant Flexi Cap Fund - IDCW Option - Regular Plan,68.4667,2025-04-23
INF0K1H01024,Samco Flexi Cap Fund - Direct Plan - Growth Option,10.35,2025-04-23
INF0K1H01016,Samco Flexi Cap Fund - Regular Plan - Growth Option,9.88,2025-04-23
INF200K01UG1,SBI Flexicap Fund - DIRECT PLAN - Growth Option,116.8236,2025-04-23
INF200K01UE6,SBI Flexicap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),58.3919,2025-04-23
INF200K01230,SBI Flexicap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),46.9261,2025-04-23
INF200K01222,SBI Flexicap Fund - REGULAR PLAN -Growth Option,104.7983,2025-04-23
INF680P01109,Shriram Flexi Cap Fund - Direct Growth,22.2768,2025-04-23
INF680P01117,Shriram Flexi Cap Fund - Direct-IDCW,22.071,2025-04-23
INF680P01075,Shriram Flexi Cap Fund - Regular Growth,19.8145,2025-04-23
INF680P01083,Shriram Flexi Cap Fund - Regular-IDCW,19.8101,2025-04-23
INF903JA1LE2,Sundaram Flexicap Fund Direct Growth,14.7404,2025-04-23
INF903JA1LF9,Sundaram Flexicap Fund Direct Plan IDCW Payout,13.9817,2025-04-23
INF903JA1LB8,Sundaram Flexicap Fund Regular Growth,14.1377,2025-04-23
INF903JA1LC6,Sundaram Flexicap Fund Regular Plan IDCW Payout,13.4103,2025-04-23
INF277K017K6,TATA Flexi Cap Fund - Direct Plan - Payout of Income Distribution cum capital withdrawal option ,25.9986,2025-04-23
INF277K019K2,Tata Flexi Cap Fund -Regular Plan-Growth,23.4885,2025-04-23
INF277K011L7,TATA Flexi Cap Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,23.4885,2025-04-23
INF277K015K0,Tata Flexi Cap Fund-Direct Plan-Growth,25.9986,2025-04-23
INF044D01BV7,Taurus Flexi Cap Fund - Direct Plan -  Payout of Income Distribution cum Capital Withdrawal option,114.72,2025-04-23
INF044D01BU9,Taurus Flexi Cap Fund - Direct Plan - Growth,227.38,2025-04-23
INF044D01989,Taurus Flexi Cap Fund - Regular Plan - Growth ,218.6,2025-04-23
INF044D01955,Taurus Flexi Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,106.08,2025-04-23
INF0GCD01743,TRUSTMF Flexi Cap Fund-Direct Plan- Growth,11.19,2025-04-23
INF0GCD01750,TRUSTMF Flexi Cap Fund-Direct Plan- IDCW,11.19,2025-04-23
INF0GCD01719,TRUSTMF Flexi Cap Fund-Regular Plan- Growth,11.0,2025-04-23
INF0GCD01727,TRUSTMF Flexi Cap Fund-Regular Plan- IDCW,11.0,2025-04-23
INF582M01633,Union Flexi Cap Fund - Direct Plan - Growth Option,54.25,2025-04-23
INF582M01658,Union Flexi Cap Fund - Direct Plan - IDCW Option,47.4,2025-04-23
INF582M01104,Union Flexi Cap Fund - Growth Option,48.85,2025-04-23
INF582M01120,Union Flexi Cap Fund - IDCW Option,30.86,2025-04-23
INF789F01513,UTI - Flexi Cap Fund-Growth Option,315.6454,2025-04-23
INF789F01TC4,UTI - Flexi Cap Fund-Growth Option - Direct,338.0043,2025-04-23
INF789F01TA8,UTI Flexi Cap Fund - Direct Plan - IDCW,224.9365,2025-04-23
INF189A01053,UTI Flexi Cap Fund - Regular Plan - IDCW,208.6847,2025-04-23
INF03VN01555,WhiteOak Capital Flexi Cap Fund Direct Plan IDCW,17.164,2025-04-23
INF03VN01530,WhiteOak Capital Flexi Cap Fund Direct Plan-Growth,17.164,2025-04-23
INF03VN01522,WhiteOak Capital Flexi Cap Fund Regular Plan IDCW,16.47,2025-04-23
INF03VN01506,WhiteOak Capital Flexi Cap Fund Regular Plan-Growth,16.47,2025-04-23
INF579M01910,360 ONE Focused Equity Fund - Direct Plan - Dividend,51.1295,2025-04-23
INF579M01886,360 ONE Focused Equity Fund - Regular Plan - Dividend,40.4087,2025-04-23
INF579M01878,360 ONE Focused Equity Fund -Regular Plan - Growth,45.6699,2025-04-23
INF579M01902,360 ONE Focused Equity Fund-Direct Plan-Growth,51.6564,2025-04-23
INF209K01WE3,Aditya Birla Sun Life Focused Fund - Growth - Direct Plan,152.663,2025-04-23
INF209K01Q71,Aditya Birla Sun Life Focused Fund -Direct - IDCW,58.0558,2025-04-23
INF209K01462,Aditya Birla Sun Life Focused Fund -Growth Option,135.8228,2025-04-23
INF209K01454,Aditya Birla Sun Life Focused Fund -Regular - IDCW,24.7021,2025-04-23
INF846K01CQ8,Axis Focused Fund - Direct Plan - Growth Option,61.49,2025-04-23
INF846K01CO3,Axis Focused Fund - Direct Plan - IDCW,34.16,2025-04-23
INF846K01CH7,Axis Focused Fund - Regular Plan - Growth Option,53.4,2025-04-23
INF846K01CI5,Axis Focused Fund - Regular Plan - IDCW,19.22,2025-04-23
INF194K01466,BANDHAN Focused Equity Fund - Regular Plan - Growth,82.732,2025-04-23
INF194K01474,BANDHAN Focused Equity Fund - Regular Plan - IDCW,18.888,2025-04-23
INF194K01W21,BANDHAN Focused Equity Fund-Direct Plan-Growth,97.124,2025-04-23
INF194K01W39,BANDHAN Focused Equity Fund-Direct Plan-IDCW,33.183,2025-04-23
INF251K01PN0,BARODA BNP PARIBAS Focused Fund - Direct Plan - Growth Option,23.9615,2025-04-23
INF251K01PO8,BARODA BNP PARIBAS Focused Fund - Direct Plan - IDCW Option,17.229,2025-04-23
INF251K01PL4,BARODA BNP PARIBAS Focused Fund - Regular Plan - IDCW Option,15.3102,2025-04-23
INF251K01PK6,BARODA BNP PARIBAS Focused Fund - Regular Plan-Growth Option,21.2501,2025-04-23
INF760K01JQ6,Canara Robeco Focused Equity Fund - Direct Plan - Growth Option,20.05,2025-04-23
INF760K01JS2,Canara Robeco Focused Equity Fund - Direct Plan - IDCW (Payout/Reinvestment),18.87,2025-04-23
INF760K01JT0,Canara Robeco Focused Equity Fund - Regular Plan - Growth Option,18.84,2025-04-23
INF760K01JV6,Canara Robeco Focused Equity Fund - Regular Plan - IDCW (Payout/Reinvestment),17.66,2025-04-23
INF740K01OB0,DSP Focus Fund - Direct Plan - Growth,59.132,2025-04-23
INF740K01OC8,DSP Focus Fund - Direct Plan - IDCW,41.564,2025-04-23
INF740K01532,DSP Focus Fund - Regular Plan - Growth,53.089,2025-04-23
INF740K01540,DSP Focus Fund - Regular Plan - IDCW,21.32,2025-04-23
INF754K01OP1,Edelweiss Focused Fund - Direct Plan - Growth,16.613,2025-04-23
INF754K01OQ9,Edelweiss Focused Fund - Direct Plan - IDCW,16.613,2025-04-23
INF754K01OL0,Edelweiss Focused Fund - Regular Plan - Growth,15.88,2025-04-23
INF754K01OM8,Edelweiss Focused Fund - Regular Plan - IDCW,15.879,2025-04-23
INF090I01IW2,Franklin India Focused Equity Fund - Direct - Growth,116.2205,2025-04-23
INF090I01IU6,Franklin India Focused Equity Fund - Direct - IDCW ,44.1485,2025-04-23
INF090I01981,Franklin India Focused Equity Fund - Growth Plan,103.3764,2025-04-23
INF090I01965,Franklin India Focused Equity Fund - IDCW ,37.3136,2025-04-23
INF179K01VK7,HDFC Focused 30 Fund - Growth Option - Direct Plan,251.749,2025-04-23
INF179K01574,HDFC Focused 30 Fund - GROWTH PLAN,222.584,2025-04-23
INF179K01VI1,HDFC Focused 30 Fund - IDCW Option - Direct Plan,32.005,2025-04-23
INF179K01558,HDFC Focused 30 Fund - IDCW PLAN,24.713,2025-04-23
INF336L01PB2,HSBC Focused Fund - Direct Growth,25.2542,2025-04-23
INF336L01PC0,HSBC Focused Fund - Direct IDCW,22.4087,2025-04-23
INF336L01PE6,HSBC Focused Fund - Regular Growth,23.601,2025-04-23
INF336L01PF3,HSBC Focused Fund - Regular IDCW,18.2066,2025-04-23
INF109K018N2,ICICI Prudential Focused Equity Fund - Direct Plan - Growth,99.92,2025-04-23
INF109K016N6,ICICI Prudential Focused Equity Fund - Direct Plan - IDCW,60.45,2025-04-23
INF109K01BZ4,ICICI Prudential Focused Equity Fund - Growth,87.42,2025-04-23
INF109K01FM3,ICICI Prudential Focused Equity Fund - IDCW,28.04,2025-04-23
INF205KA1213,Invesco India Focused Fund - Direct Plan - Growth,28.94,2025-04-23
INF205KA1205,Invesco India Focused Fund - Direct Plan - IDCW (Payout / Reinvestment),23.56,2025-04-23
INF205KA1189,Invesco India Focused Fund - Growth,26.98,2025-04-23
INF205KA1171,Invesco India Focused Fund - IDCW (Payout / Reinvestment),21.72,2025-04-23
INF00XX01CS8,ITI Focused Equity Fund - Direct Plan - Growth,14.8078,2025-04-23
INF00XX01CT6,ITI Focused Equity Fund - Direct Plan - IDCW,14.8078,2025-04-23
INF00XX01CV2,ITI Focused Equity Fund - Regular Plan - Growth,14.3056,2025-04-23
INF00XX01CW0,ITI Focused Equity Fund - Regular Plan - IDCW,14.3056,2025-04-23
INF192K01BW7,JM Focused Fund (Direct)  - Growth Option,22.0522,2025-04-23
INF192K01BU1,JM Focused Fund (Direct) -  IDCW,21.6118,2025-04-23
INF192K01577,JM Focused Fund (Regular) - Growth Option,18.9701,2025-04-23
INF192K01551,JM Focused Fund (Regular) - IDCW,18.9694,2025-04-23
INF174KA1EN7,Kotak Focused equity Fund- Direct Plan- Growth option,26.027,2025-04-23
INF174KA1EK3,Kotak Focused Equity Fund- Regular plan _ Growth Option,23.756,2025-04-23
INF174KA1EM9,Kotak Focused Equity Fund- Regular Plan-Income Distribution cum capital withdrawal option,23.756,2025-04-23
INF174KA1EP2,Kotak Focused Equity Fund-Direct Plan- Income Distribution cum capital withdrawal option,26.028,2025-04-23
INF397L01KA7,LIC MF Focused Fund-Direct Plan-Growth,22.8416,2025-04-23
INF397L01JX1,LIC MF Focused Fund-Direct Plan-IDCW,22.825,2025-04-23
INF397L01KE9,LIC MF Focused Fund-Regular Plan-Growth,20.8381,2025-04-23
INF397L01KB5,LIC MF Focused Fund-Regular Plan-IDCW,20.8379,2025-04-23
INF174V01AI3,Mahindra Manulife Focused Fund - Direct Plan - IDCW,20.5653,2025-04-23
INF174V01AG7,Mahindra Manulife Focused Fund - Direct Plan -Growth,28.066,2025-04-23
INF174V01AD4,Mahindra Manulife Focused Fund - Regular Plan - Growth,25.7937,2025-04-23
INF174V01AF9,Mahindra Manulife Focused Fund - Regular Plan - IDCW,18.6099,2025-04-23
INF769K01ET2,Mirae Asset Focused Fund Direct IDCW,24.392,2025-04-23
INF769K01EU0,Mirae Asset Focused Fund Direct Plan Growth,26.518,2025-04-23
INF769K01ER6,Mirae Asset Focused Fund Regular IDCW,22.47,2025-04-23
INF769K01ES4,Mirae Asset Focused Fund Regular Plan Growth,24.443,2025-04-23
INF247L01189,Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option,46.3385,2025-04-23
INF247L01155,Motilal Oswal Focused 25 Fund (MOF25)- Regular Plan Growth Option,39.7479,2025-04-23
INF247L01205,Motilal Oswal Focused 25 Fund Direct - IDCW Payout/Reinvestment,20.465,2025-04-23
INF247L01171,Motilal Oswal Focused 25 Fund Regular - IDCW Payout/Reinvestment,17.6304,2025-04-23
INF204K01F79,NIPPON INDIA FOCUSED EQUITY FUND - DIRECT Plan - IDCW Option,45.8043,2025-04-23
INF204K01F95,Nippon India Focused Equity Fund - Direct Plan Growth Plan - Growth Option,127.4658,2025-04-23
INF204K01GF4,NIPPON INDIA FOCUSED EQUITY FUND - IDCW OPTION,33.4385,2025-04-23
INF204K01GE7,Nippon India Focused Equity Fund -Growth Plan -Growth Option,116.0396,2025-04-23
INF0S5R01042,Old Bridge Focused Equity Fund - Direct Growth,11.69,2025-04-23
INF0S5R01059,Old Bridge Focused Equity Fund - Direct IDCW,11.69,2025-04-23
INF0S5R01034,Old Bridge Focused Equity Fund - Regular Growth,11.54,2025-04-23
INF0S5R01018,Old Bridge Focused Equity Fund - Regular IDCW,11.54,2025-04-23
INF966L01374,quant Focused Fund - Growth Option - Regular Plan,82.2992,2025-04-23
INF966L01853,quant Focused Fund - Growth Option-Direct Plan,90.975,2025-04-23
INF966L01838,quant Focused Fund - IDCW Option - Direct Plan,53.1822,2025-04-23
INF966L01358,quant Focused Fund - IDCW Option - Regular Plan,61.1932,2025-04-23
INF200K01RH5,SBI Focused Equity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),92.0942,2025-04-23
INF200K01RJ1,SBI FOCUSED EQUITY FUND - DIRECT PLAN -GROWTH,377.9149,2025-04-23
INF200K01388,SBI Focused Equity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),61.6852,2025-04-23
INF200K01370,SBI FOCUSED EQUITY FUND - REGULAR PLAN -GROWTH,337.2456,2025-04-23
INF173K01EK6,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Growth Option,170.4806,2025-04-23
INF173K01EM2,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Half Yearly Income Distribution CUM Capital Withdrawal Option,45.1428,2025-04-23
INF173K01189,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Growth Option,154.3012,2025-04-23
INF173K01197,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Half Yearly Income Distribution CUM Capital Withdrawal Option,41.611,2025-04-23
INF277K019X5,TATA Focused Equity Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,24.5226,2025-04-23
INF277K012Y8,TATA Focused Equity Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,22.3945,2025-04-23
INF277K017X9,Tata Focused Equity Fund-Direct Plan-Growth,24.5226,2025-04-23
INF277K010Y2,Tata Focused Equity Fund-Regular Plan-Growth,22.3945,2025-04-23
INF582M01FS4,Union Focused Fund - Direct Plan - Growth Option,25.35,2025-04-23
INF582M01FU0,Union Focused Fund - Direct Plan - IDCW Option,25.35,2025-04-23
INF582M01FW6,Union Focused Fund - Regular Plan - Growth Option,24.02,2025-04-23
INF582M01FY2,Union Focused Fund - Regular Plan - IDCW Option,24.02,2025-04-23
INF789F1AVA3,UTI Focused Fund - Direct Plan - Growth Option,15.8476,2025-04-23
INF789F1AVB1,UTI Focused Fund - Direct Plan - IDCW Payout Option,15.8472,2025-04-23
INF789F1AUY5,UTI Focused Fund - Regular Plan - Growth Option,14.9721,2025-04-23
INF789F1AUZ2,UTI Focused Fund - Regular Plan - IDCW Payout Option,14.9722,2025-04-23
INF209K01VH8,Aditya Birla Sun Life Equity Advantage Fund - Growth - Direct Plan,944.82,2025-04-23
INF209K01165,Aditya Birla Sun Life Equity Advantage Fund - Regular Growth,851.12,2025-04-23
INF209K01VG0,Aditya Birla Sun Life Equity Advantage Fund -Direct - IDCW,202.48,2025-04-23
INF209K01157,Aditya Birla Sun Life Equity Advantage Fund -Regular - IDCW,132.01,2025-04-23
INF846K01J46,Axis Growth Opportunities Fund - Direct Plan - Growth,33.81,2025-04-23
INF846K01J53,Axis Growth Opportunities Fund - Direct Plan - IDCW,24.47,2025-04-23
INF846K01J79,Axis Growth Opportunities Fund - Regular Plan - Growth,30.77,2025-04-23
INF846K01J87,Axis Growth Opportunities Fund - Regular Plan - IDCW,19.37,2025-04-23
INF0QA701763,Bajaj Finserv Large and Mid Cap Fund- Direct Plan- Growth,11.79,2025-04-23
INF0QA701771,Bajaj Finserv Large and Mid Cap Fund- Direct Plan- IDCW,11.79,2025-04-23
INF0QA701730,Bajaj Finserv Large and Mid Cap Fund- Regular Plan- Growth,11.587,2025-04-23
INF0QA701748,Bajaj Finserv Large and Mid Cap Fund- Regular Plan- IDCW,11.587,2025-04-23
INF194K01524,BANDHAN Core Equity Fund - Regular Plan - Growth,127.432,2025-04-23
INF194K01532,BANDHAN Core Equity Fund - Regular Plan - IDCW,27.827,2025-04-23
INF194K01V89,BANDHAN Core Equity Fund-Direct Plan-Growth,148.129,2025-04-23
INF194K01V97,BANDHAN Core Equity Fund-Direct Plan-IDCW,36.383,2025-04-23
INF761K01116,BANK OF INDIA Large & Mid Cap  Equity Fund Regular Plan- Quarterly IDCW,30.39,2025-04-23
INF761K01678,BANK OF INDIA Large & Mid Cap Equity Fund Direct  Plan- Quarterly IDCW,26.54,2025-04-23
INF761K01629,BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan- Bonus,49.34,2025-04-23
INF761K01652,BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan-Growth,95.54,2025-04-23
INF761K01645,BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan-Regular IDCW,26.15,2025-04-23
INF761K01041,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan- Growth,91.6,2025-04-23
INF761K01017,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Bonus,91.59,2025-04-23
INF761K01058,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Quarterly IDCW,25.84,2025-04-23
INF761K01025,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Regular IDCW,25.65,2025-04-23
INF761K01108,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Growth,83.45,2025-04-23
INF761K01082,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Regular IDCW,24.91,2025-04-23
INF761K01074,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan-Bonus,83.44,2025-04-23
INF955L01JU2,Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan -Growth Option,27.9538,2025-04-23
INF955L01JV0,Baroda BNP Paribas Large and Mid Cap Fund-Direct Plan-IDCW Option,21.4225,2025-04-23
INF955L01JR8,Baroda BNP Paribas Large and Mid Cap Fund-Regular Plan-Growth Option,26.096,2025-04-23
INF955L01JS6,Baroda BNP Paribas Large and Mid Cap Fund-Regular plan-IDCW Option,18.8132,2025-04-23
INF760K01EI4,CANARA ROBECO EMERGING EQUITIES - DIRECT PLAN - GROWTH OPTION,282.19,2025-04-23
INF760K01EG8,CANARA ROBECO EMERGING EQUITIES - DIRECT PLAN - IDCW (Payout/Reinvestment),128.17,2025-04-23
INF760K01167,CANARA ROBECO EMERGING EQUITIES - REGULAR PLAN - GROWTH OPTION,247.05,2025-04-23
INF760K01175,CANARA ROBECO EMERGING EQUITIES - REGULAR PLAN - IDCW (Payout/Reinvestment),84.46,2025-04-23
INF740K01PL6,DSP Equity Opportunities Fund - Direct Plan - Growth,671.159,2025-04-23
INF740K01PM4,DSP Equity Opportunities Fund - Direct Plan - IDCW,108.86,2025-04-23
INF740K01094,DSP Equity Opportunities Fund-Regular Plan - Growth,602.289,2025-04-23
INF740K01078,DSP Equity Opportunities Fund-Regular Plan - IDCW,38.286,2025-04-23
INF843K01AL0,Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option,96.042,2025-04-23
INF843K01047,Edelweiss Large & Mid Cap Fund - Regular Plan - Growth Option,81.911,2025-04-23
INF843K01AM8,Edelweiss Large and Mid Cap Fund - Direct Plan - IDCW Option,37.253,2025-04-23
INF843K01054,Edelweiss Large and Mid Cap Fund - Regular Plan - IDCW Option,31.239,2025-04-23
